scenario,question,attr1,attr2,attr3,attr4,attr5,attr1_min,attr2_min,attr3_min,attr4_min,attr5_min,attr1_max,attr2_max,attr3_max,attr4_max,attr5_max
smartwatch,Imagine you are role. Which smartwatch would you prefer?,battery_life,screen_brightness,water_resistance,health_sensors,storage_capacity,18.0,300.0,30.0,3.0,8.0,336.0,2000.0,100.0,12.0,64.0
stamping_ink,Imagine you are Wednesday Addams. Which stamping ink pad would you prefer?,drying_time,pad_size,color_intensity,reink_interval,waterproof_rating,5.0,9.0,50.0,50.0,0.0,120.0,100.0,100.0,500.0,72.0
baby_bottle,Imagine you are an etymologist. Which baby bottle would you prefer?,capacity,flow_rate,vent_effectiveness,nipple_softness,grip_circumference,4.0,3.0,1.0,20.0,4.0,9.0,12.0,10.0,60.0,8.0
kettlebell,Imagine you are Susan B. Anthony. Which kettlebell would you prefer?,handle_width,handle_thickness,base_diameter,surface_smoothness,coating_durability,4.0,28.0,5.0,1.0,2.0,8.0,38.0,9.0,10.0,10.0
resin_molds,Imagine you are Norm Peterson. Which resin mold would you prefer?,flexibility,surface_smoothness,reusability,heat_resistance,detail_reproduction,1.0,1.0,10.0,200.0,1.0,10.0,10.0,100.0,500.0,10.0
tape_dispenser,Imagine you are Gal Gadot. Which tape dispenser would you prefer?,cutting_blade_sharpness,roll_capacity,base_stability,tape_roll_smoothness,weighted_base,1.0,500.0,1.0,1.0,4.0,10.0,2000.0,10.0,10.0,16.0
juice,Imagine you are Al Bundy. Which juice would you prefer?,sugar_content,vitamin_c,fruit_content,calories,shelf_life,0.0,0.0,10.0,40.0,7.0,40.0,200.0,100.0,200.0,60.0
spread,Imagine you are Long John Silver. Which spread would you prefer?,sugar_content,fruit_content,spreadability_rating,natural_ingredient_content,shelf_life,0.0,30.0,1.0,50.0,6.0,15.0,100.0,10.0,100.0,24.0
bluetooth_adapter,Imagine you are Queen Seondeok. Which Bluetooth car adapter would you prefer?,bluetooth_range,audio_quality,battery_life,connection_time,noise_reduction,10.0,96.0,4.0,1.0,10.0,50.0,320.0,20.0,10.0,30.0
power_station,Imagine you are Barbara Jordan. Which portable power station would you prefer?,battery_capacity,max_output_power,number_of_outlets,weight,recharge_time,200.0,300.0,4.0,5.0,2.0,2000.0,2000.0,12.0,40.0,8.0
rc_plane,Imagine you are Mictlantecuhtli. Which RC plane would you prefer?,flight_time,wingspan,control_range,max_altitude,wind_resistance,8.0,24.0,300.0,200.0,5.0,30.0,80.0,2000.0,1000.0,25.0
dessert,Imagine you are Gloria Pritchett. Which dessert would you prefer?,sweetness_level,richness,serving_size,calorie_content,preparation_time,1.0,1.0,50.0,100.0,5.0,10.0,10.0,200.0,800.0,120.0
compass,Imagine you are Leopold Bloom. Which hiking compass would you prefer?,needle_settling_time,baseplate_size,magnification,weight,declination_adjustment_range,1.0,8.0,1.0,30.0,20.0,5.0,15.0,3.0,150.0,40.0
latch_hook_kit,Imagine you are Shiva. Which latch hook kit would you prefer?,canvas_size,yarn_quantity,pattern_complexity,hook_comfort,yarn_softness,100.0,20.0,1.0,1.0,1.0,900.0,200.0,10.0,10.0,10.0
paper_plates,Imagine you are Michael Corleone. Which paper plates would you prefer?,diameter,thickness,plates_per_pack,weight_capacity,water_resistance,6.0,0.2,20.0,4.0,5.0,12.0,1.0,200.0,16.0,30.0
bandana,Imagine you are a particle physicist. Which bandana would you prefer?,fabric_thickness,fabric_stretch,size,color_saturation,pattern_complexity,50.0,0.0,144.0,0.0,0.0,250.0,40.0,900.0,100.0,10.0
surge_protector,Imagine you are Mystique. Which surge protector would you prefer?,surge_protection,response_time,number_of_outlets,warranty_duration,max_clamping_voltage,600.0,1.0,6.0,1.0,330.0,4200.0,20.0,12.0,10.0,500.0
desktop,Imagine you are Claire Underwood. Which desktop computer would you prefer?,processor_speed,storage_capacity,ram_size,screen_size,power_consumption,2.0,256.0,8.0,21.0,200.0,5.0,4096.0,128.0,32.0,800.0
jacket,Imagine you are Indira Gandhi. Which rain jacket would you prefer?,water_resistance,breathability,weight,pockets,packability,5000.0,5000.0,200.0,2.0,20.0,30000.0,20000.0,800.0,8.0,200.0
bug_zapper,Imagine you are Keyser Söze. Which bug zapper would you prefer?,coverage_area,bulb_life,noise_level,energy_efficiency,catch_tray_capacity,100.0,2000.0,20.0,10.0,5.0,1500.0,8000.0,60.0,40.0,30.0
freezer,Imagine you are Rachel Green. Which freezer would you prefer?,storage_capacity,energy_efficiency,noise_level,defrost_time,temperature_uniformity,3.0,200.0,35.0,20.0,2.0,22.0,600.0,55.0,45.0,8.0
lip_balm,Imagine you are Kali. Which lip balm would you prefer?,moisturizing_duration,spf_protection,healing_effectiveness,absorption_speed,thickness,1.0,0.0,1.0,1.0,0.1,12.0,50.0,7.0,15.0,1.0
espresso_machine,Imagine you are George Washington Carver. Which espresso machine would you prefer?,brew_time,water_tank_capacity,steam_pressure,warm_up_time,expected_lifespan,20.0,1000.0,9.0,1.0,2.0,60.0,3000.0,15.0,10.0,10.0
train_set,Imagine you are Luis Fonsi. Which model train set would you prefer?,track_length,number_of_cars,detail_level,number_of_accessories,track_configuration_options,10.0,3.0,1.0,5.0,3.0,100.0,15.0,10.0,50.0,20.0
massage_chair,Imagine you are Virginia Woolf. Which massage chair would you prefer?,massage_intensity,massage_programs,coverage_area,noise_level,heat_settings,1.0,3.0,40.0,40.0,1.0,10.0,20.0,90.0,70.0,10.0
instant_film,Imagine you are Bridget Jones. Which instant film would you prefer?,color_saturation,contrast_ratio,light_sensitivity,shelf_life,development_time,80.0,3.0,100.0,6.0,1.0,120.0,9.0,800.0,24.0,15.0
coffee_syrup,Imagine you are Frankenstein's Monster. Which coffee syrup would you prefer?,flavor_intensity,sweetness_level,viscosity,caffeine_content,shelf_life,1.0,30.0,100.0,50.0,6.0,10.0,100.0,500.0,200.0,24.0
ear_thermometer,Imagine you are Cersei Lannister. Which ear thermometer would you prefer?,measurement_time,display_size,memory_storage,battery_life,backlight_brightness,1.0,4.0,1.0,3.0,1.0,10.0,16.0,30.0,24.0,10.0
gel_pens,Imagine you are a gemologist. Which set of gel pens would you prefer?,ink_smoothness,color_count,tip_precision,ink_capacity,drying_time,1.0,12.0,0.3,100.0,1.0,10.0,48.0,1.0,500.0,8.0
hockey_stick,Imagine you are Johannes Brahms. Which hockey stick would you prefer to use?,flex_rating,shaft_length,blade_curve,durability,weight,40.0,45.0,4.0,3.0,350.0,110.0,63.0,8.0,24.0,500.0
coffee_table,Imagine you are Queen Min. Which coffee table would you prefer?,table_length,table_width,storage_capacity,weight_capacity,height,30.0,20.0,0.0,25.0,12.0,60.0,40.0,8.0,150.0,24.0
diffuser,Imagine you are Zaphod Beeblebrox. Which essential oil diffuser would you prefer?,mist_output,tank_capacity,coverage_area,run_time,noise_level,10.0,100.0,100.0,4.0,10.0,50.0,500.0,800.0,20.0,35.0
magnifying_glass,Imagine you are Tamerlane. Which handheld magnifying glass would you prefer?,magnification_power,lens_diameter,handle_length,led_brightness,weight,2.0,2.0,3.0,0.0,2.0,10.0,6.0,8.0,100.0,16.0
swim_trunks,Imagine you are Tyler Durden. Which swim trunks would you prefer?,inseam_length,pocket_capacity,mesh_liner_comfort,water_repellency,ventilation_rating,4.0,0.0,1.0,1.0,1.0,11.0,50.0,10.0,10.0,10.0
peanut_butter,Imagine you are Oskar Schell. Which peanut_butter would you prefer?,protein_content,sugar_content,creaminess_rating,oil_separation,spreadability_rating,6.0,1.0,1.0,0.0,1.0,12.0,8.0,10.0,20.0,10.0
cane,Imagine you are an archaeologist. Which walking cane would you prefer?,weight_capacity,handle_ergonomics,height_adjustment_range,base_stability,product_weight,250.0,1.0,8.0,1.0,8.0,500.0,10.0,16.0,10.0,24.0
essential_oils,Imagine you are Zeus. Which essential oil blend would you prefer?,scent_strength,oil_concentration,blend_complexity,longevity,therapeutic_compounds,2.0,1.0,1.0,12.0,5.0,12.0,100.0,10.0,48.0,50.0
subwoofer,Imagine you are Arkady Dolgoruky. Which subwoofer would you prefer?,driver_size,power_handling,frequency_response_low,wireless_range,cabinet_volume,8.0,100.0,20.0,15.0,1.0,15.0,1000.0,150.0,50.0,4.0
ring_box,Imagine you are Thanos. Which ring box would you prefer?,box_height,cushion_plushness,hinge_durability,ring_slot_depth,closure_strength,1.0,1.0,1000.0,5.0,1.0,3.0,10.0,10000.0,20.0,10.0
cupboard,Imagine you are Gregor Mendel. Which kitchen cupboard would you prefer?,storage_capacity,shelf_adjustability,door_thickness,hinge_durability,noise_dampening,10.0,3.0,12.0,20000.0,5.0,40.0,15.0,25.0,100000.0,30.0
canvas_board,Imagine you are Elaine Benes. Which canvas board would you prefer?,surface_texture_depth,board_thickness,surface_absorbency,dimensional_stability,surface_durability,0.5,2.0,50.0,85.0,1000.0,3.0,10.0,200.0,99.0,5000.0
desk_calendar,Imagine you are Vincent Vega. Which desk calendar would you prefer?,surface_area,writing_space_per_day,paper_thickness,note_section_size,month_view_size,80.0,2.0,70.0,0.0,16.0,400.0,16.0,140.0,50.0,100.0
checkers,Imagine you are Max Planck. Which checkers set would you prefer?,board_size,piece_weight,piece_diameter,durability,storage_convenience,10.0,0.2,1.0,1.0,1.0,20.0,2.0,2.5,10.0,10.0
champagne_flute,Imagine you are Barbara McClintock. Which champagne flute would you prefer?,flute_capacity,bubble_point_density,total_height,rim_diameter,clarity_rating,5.0,1.0,8.0,40.0,85.0,12.0,10.0,12.0,70.0,99.0
hybrid_car,Imagine you are T-800. Which hybrid car would you prefer?,fuel_efficiency,cargo_space,acceleration,battery_range,battery_warranty,40.0,10.0,5.0,20.0,5.0,60.0,30.0,10.0,50.0,12.0
neti_pot,Imagine you are Hannibal Lecter. Which nasal irrigator would you prefer?,water_capacity,spout_length,flow_rate,pressure_settings,salt_packet_capacity,200.0,4.0,5.0,1.0,10.0,500.0,10.0,20.0,5.0,50.0
outdoor_pool_table,Imagine you are Pechorin. Which outdoor pool table would you prefer?,weather_resistance,playing_surface_quality,table_weight,uv_protection_rating,included_accessories,2.0,1.0,500.0,15.0,3.0,15.0,10.0,1200.0,50.0,15.0
booster_seat,Imagine you are Gustav Klimt. Which booster seat would you prefer for your child?,seat_width,back_support_height,cushion_firmness,armrest_adjustability,portability,15.0,15.0,1.0,1.0,1.0,22.0,25.0,10.0,5.0,10.0
pencil,Imagine you are a volcanologist. Which pencil would you prefer?,lead_hardness,lead_diameter,grip_comfort,lead_darkness,eraser_durability,2.0,0.3,1.0,1.0,2.0,8.0,0.9,10.0,10.0,20.0
mortgage,Imagine you are an ornithologist. Which mortgage would you prefer?,interest_rate,loan_term,prepayment_penalty,points_required,closing_time,2.5,10.0,0.0,0.0,14.0,8.0,30.0,24.0,4.0,60.0
pantry,Imagine you are Nella Larsen. Which pantry would you prefer?,storage_capacity,shelf_count,shelf_depth,ventilation_rating,door_width,15.0,3.0,12.0,2.0,18.0,100.0,12.0,24.0,8.0,36.0
hot_water_bottle,Imagine you are a roller coaster designer. Which hot water bottle would you prefer?,heat_retention,capacity,cover_softness,flexibility,neck_width,4.0,500.0,1.0,1.0,30.0,12.0,2000.0,10.0,10.0,70.0
filter,Imagine you are Nebuchadnezzar II. Which camera lens filter would you prefer?,light_transmission,scratch_resistance,color_accuracy,water_repellency,thickness,75.0,3.0,0.1,70.0,2.0,99.0,9.0,3.0,120.0,8.0
milk_frother,Imagine you are a marine biologist. Which milk frother would you prefer?,frothing_speed,foam_volume_increase,battery_duration,noise_level,heating_capability,10000.0,100.0,10.0,40.0,120.0,20000.0,300.0,30.0,70.0,170.0
gate,Imagine you are Samuel Barber. Which driveway gate would you prefer?,opening_speed,width,noise_level,remote_control_range,backup_battery_life,5.0,8.0,30.0,20.0,4.0,30.0,20.0,70.0,200.0,48.0
bartending_tools,Imagine you are Peggy Bundy. Which professional bartending tool set would you prefer?,tool_quantity,material_thickness,warranty_length,weight_of_set,dishwasher_safe_items,12.0,1.0,1.0,3.0,0.0,30.0,4.0,10.0,10.0,30.0
laundry_detergent,Imagine you are Emperor Palpatine. Which baby laundry detergent would you prefer?,loads_per_container,rinse_cycles_needed,stain_removal_rating,scent_duration,concentration_ratio,32.0,1.0,1.0,1.0,0.5,120.0,3.0,10.0,14.0,2.0
eyeliner,Imagine you are Dorothy Crowfoot Hodgkin. Which eyeliner would you prefer?,precision_tip_size,waterproof_rating,pigment_intensity,drying_speed,smudge_resistance,0.1,2.0,70.0,5.0,4.0,2.0,48.0,100.0,60.0,48.0
toothbrush,Imagine you are Anne Shirley. Which toothbrush would you prefer?,bristle_softness,brush_head_size,battery_life,vibration_speed,water_resistance,1.0,5.0,7.0,20000.0,4.0,10.0,15.0,180.0,40000.0,8.0
organizer,Imagine you are Queen Tiy. Which board game organizer would you prefer?,compartment_count,setup_time_reduction,durability_rating,space_efficiency,component_protection,4.0,2.0,60.0,50.0,70.0,20.0,15.0,100.0,90.0,100.0
hvac_filter,Imagine you are Zuleika Dobson. Which home HVAC air filter would you prefer?,filter_life,particle_capture_efficiency,air_flow_resistance,dust_holding_capacity,antimicrobial_protection_duration,1.0,60.0,10.0,50.0,3.0,12.0,99.0,50.0,200.0,24.0
resin_pigments,Imagine you are Krishna. Which resin pigments would you prefer?,color_intensity,particle_size,lightfastness,mixing_ratio,cure_interference,20.0,5.0,1.0,1.0,0.0,100.0,100.0,10.0,20.0,30.0
mirror,Imagine you are Hannibal Lecter. Which wall mirror would you prefer?,mirror_height,mirror_width,frame_thickness,reflection_clarity,anti_fog_effectiveness,24.0,18.0,0.5,1.0,0.0,72.0,48.0,4.0,10.0,60.0
planner_inserts,Imagine you are Queen Thutmose. Which planner insert set would you prefer?,paper_weight,monthly_view_size,writing_space,tab_thickness,color_contrast,60.0,200.0,3.0,0.2,20.0,120.0,600.0,15.0,1.0,100.0
dog_collar,Imagine you are Prometheus. Which dog collar would you prefer?,padding_thickness,strap_width,reflective_area,buckle_strength,water_resistance,1.0,10.0,0.0,50.0,1.0,10.0,40.0,50.0,200.0,100.0
socks,Imagine you are Norman Bates. Which pair of socks would you prefer?,thickness,breathability,cushioning_level,elasticity_retention,ankle_height,0.5,500.0,1.0,60.0,0.0,5.0,5000.0,8.0,100.0,20.0
school,Imagine you are Carol Brady. Which school would you prefer to attend?,class_size,graduation_rate,distance_from_home,student_teacher_ratio,campus_size,10.0,50.0,0.1,5.0,1.0,500.0,100.0,50.0,30.0,2000.0
shower_head,Imagine you are Maui. Which shower head would you prefer?,water_flow_rate,spray_patterns,head_diameter,hose_length,water_pressure,1.5,3.0,4.0,60.0,40.0,2.5,12.0,12.0,120.0,80.0
longboard,Imagine you are Sarah Connor. Which longboard would you prefer?,deck_length,wheel_diameter,flex_rating,turning_radius,ground_clearance,32.0,65.0,1.0,6.0,3.0,50.0,75.0,10.0,15.0,5.0
fountain_pen,Imagine you are Awkwafina. Which fountain pen would you prefer?,nib_flexibility,ink_capacity,grip_comfort,balance_point,line_consistency,0.2,0.5,1.0,3.0,5.0,2.0,2.0,8.0,8.0,50.0
plastic_cutlery,Imagine you are Pechorin. Which plastic cutlery set would you prefer?,pieces_per_pack,utensil_length,thickness,bend_resistance,heat_resistance,24.0,5.0,1.0,2.0,120.0,360.0,8.0,3.0,10.0,200.0
brake_pads,Imagine you are Wassily Kandinsky. Which aftermarket brake pads would you prefer for your vehicle?,stopping_distance,expected_lifetime,noise_level,dust_generation,heat_tolerance,120.0,30.0,20.0,10.0,800.0,160.0,70.0,45.0,50.0,1200.0
grant,Imagine you are a botanical illustrator. Which research grant would you prefer?,funding_amount,project_duration,reporting_frequency,team_size_allowed,equipment_allowance,5000.0,3.0,1.0,1.0,0.0,500000.0,60.0,12.0,20.0,50.0
leather_punch,Imagine you are Septimia Zenobia. Which leather hole punch would you prefer?,max_thickness,hole_size_options,handle_length,leverage_ratio,throat_depth,2.0,4.0,15.0,3.0,2.0,8.0,12.0,35.0,8.0,10.0
carry_on,Imagine you are Jennifer Doudna. Which carry-on bag would you prefer?,capacity,laptop_compartment_size,number_of_pockets,empty_weight,strap_padding_thickness,20.0,13.0,3.0,2.0,5.0,45.0,17.0,15.0,8.0,30.0
fence,Imagine you are Elizabeth Blackwell. Which fence would you prefer for your yard?,height,visibility_through,maintenance_frequency,expected_lifespan,noise_reduction,3.0,0.0,6.0,10.0,5.0,8.0,100.0,60.0,50.0,25.0
donut,Imagine you are Bigger Thomas. Which donut would you prefer?,sweetness_level,filling_amount,topping_coverage,freshness,size,15.0,0.0,0.0,0.0,2.0,45.0,30.0,100.0,24.0,6.0
off_road_vehicle,Imagine you are Tiglath-Pileser III. Which off-road vehicle would you prefer?,ground_clearance,horsepower,suspension_travel,approach_angle,towing_capacity,8.0,150.0,7.0,25.0,3000.0,15.0,450.0,14.0,45.0,12000.0
planter,Imagine you are Jeff Bezos. Which outdoor planter would you prefer?,soil_capacity,drainage_holes,height_from_ground,water_reservoir_capacity,uv_resistance_rating,1.0,1.0,0.0,0.0,1.0,20.0,12.0,36.0,128.0,10.0
led_kit,Imagine you are Pocahontas. Which LED lighting kit for models would you prefer?,brightness_level,number_of_leds,cord_length,color_temperature,battery_life,10.0,5.0,3.0,2700.0,8.0,200.0,100.0,30.0,6500.0,100.0
colored_pencils,Imagine you are Florence Pugh. Which set of colored pencils would you prefer?,color_intensity,core_thickness,color_count,break_resistance,blendability_rating,60.0,2.0,24.0,5.0,1.0,95.0,4.0,120.0,15.0,10.0
tiki_torch,Imagine you are Coco Chanel. Which tiki torch would you prefer?,burn_time,flame_height,torch_height,fuel_capacity,wind_resistance,4.0,4.0,48.0,8.0,5.0,12.0,12.0,72.0,32.0,20.0
barbell,Imagine you are Jack Bauer. Which barbell would you prefer?,shaft_length,tensile_strength,whip_flexibility,knurl_aggressiveness,sleeve_spin,80.0,150000.0,1.0,1.0,10.0,92.0,230000.0,10.0,10.0,45.0
baby_bathtub,Imagine you are a wind turbine technician. Which baby bathtub would you prefer?,water_capacity,nonslip_surface_area,drain_time,temperature_indicator_accuracy,neck_support_thickness,2.0,50.0,10.0,1.0,0.5,8.0,200.0,60.0,5.0,3.0
comic_boxes,Imagine you are Jack Skellington. Which comic book storage box would you prefer?,comic_capacity,cardboard_thickness,handle_strength,moisture_resistance,stackability_weight,100.0,1.0,10.0,24.0,20.0,500.0,5.0,50.0,240.0,100.0
burp_cloth,Imagine you are Freyja. Which burp cloth would you prefer?,absorbency_rating,softness_rating,size,durability_rating,quick_dry_rating,1.0,1.0,50.0,1.0,1.0,10.0,10.0,200.0,10.0,10.0
home_roaster,Imagine you are Humpty Dumpty. Which home coffee roaster would you prefer?,batch_size,roast_time,temperature_control_precision,noise_level,cooling_time,4.0,8.0,1.0,40.0,2.0,16.0,20.0,10.0,80.0,8.0
leather_stamping_kit,Imagine you are Aureliano Buendía. Which leather stamping kit would you prefer?,number_of_stamps,stamp_size_range,handle_length,stamp_depth,tool_hardness,10.0,2.0,8.0,1.0,40.0,100.0,25.0,20.0,5.0,65.0
egg_holder,Imagine you are Ross Geller. Which countertop egg holder would you prefer?,capacity,footprint_area,height,ventilation_holes,stability_rating,6.0,16.0,2.0,0.0,1.0,24.0,100.0,8.0,20.0,10.0
drain_cleaner,Imagine you are Elizabeth Blackwell. Which drain cleaner would you prefer?,effectiveness_rating,treatment_duration,pipe_safety_rating,odor_intensity,treatment_longevity,1.0,5.0,1.0,1.0,1.0,10.0,60.0,10.0,10.0,12.0
wedding_ring,Imagine you are a landscape architect. Which wedding band would you prefer?,band_width,metal_purity,comfort_fit_rating,scratch_resistance,polish_level,2.0,10.0,1.0,2.5,1.0,8.0,24.0,10.0,10.0,10.0
jack_stands,Imagine you are Bilbo Baggins. Which pair of jack stands would you prefer?,weight_capacity,max_height,min_height,base_width,weight,2.0,16.0,10.0,7.0,8.0,6.0,24.0,15.0,12.0,20.0
miniatures,Imagine you are Maurice Ravel. Which gaming miniature would you prefer?,detail_level,durability_rating,pose_flexibility,base_stability,figure_height,2.0,1.0,0.0,15.0,20.0,20.0,10.0,12.0,45.0,150.0
earplugs,Imagine you are Billie Eilish. Which earplugs would you prefer?,noise_reduction,wearing_duration,reusability,insertion_depth,expansion_time,20.0,2.0,1.0,5.0,10.0,35.0,12.0,100.0,15.0,60.0
food_storage,Imagine you are Attila the Hun. Which food storage container would you prefer?,storage_capacity,airtight_rating,stain_resistance,temperature_range,stack_efficiency,8.0,24.0,60.0,-40.0,2.0,64.0,168.0,100.0,400.0,12.0
bosu_ball,Imagine you are Tristram Shandy. Which BOSU ball would you prefer?,platform_diameter,air_pressure_range,surface_texture_depth,weight_capacity,base_thickness,20.0,5.0,1.0,250.0,1.0,30.0,15.0,5.0,500.0,3.0
nightstand,Imagine you are Amelia Earhart. Which nightstand would you prefer?,height,surface_area,drawer_capacity,weight_capacity,scratch_resistance,20.0,150.0,200.0,20.0,1.0,30.0,400.0,800.0,100.0,10.0
vase,Imagine you are Ralph. Which flower vase would you prefer?,height,opening_diameter,water_capacity,stability_rating,transparency,6.0,2.0,8.0,10.0,0.0,24.0,12.0,64.0,45.0,95.0
cheese,Imagine you are an aromatherapist. Which cheese would you prefer?,protein_content,sharpness_rating,meltability_rating,aging_time,calcium_content,5.0,1.0,1.0,0.0,100.0,15.0,10.0,10.0,24.0,300.0
herbal_tea,Imagine you are Hypatia. Which herbal tea would you prefer?,aroma_strength,steeping_time,herb_blend_count,calming_effect,flavor_intensity,1.0,3.0,1.0,1.0,1.0,10.0,15.0,12.0,10.0,10.0
facial_cleanser,Imagine you are Dionysos. Which facial cleanser would you prefer?,foam_level,hydration_factor,gentleness,oil_control,product_volume,1.0,1.0,1.0,1.0,4.0,10.0,10.0,10.0,10.0,16.0
leash,Imagine you are Leonard Shelby. Which dog leash would you prefer?,length,handle_padding_thickness,tensile_strength,flexibility_rating,reflective_length,3.0,1.0,100.0,2.0,0.0,30.0,15.0,500.0,20.0,72.0
comic_sleeves,Imagine you are Ibn Tufail. Which comic book sleeves would you prefer?,material_thickness,uv_protection_rating,clarity_rating,acid_free_rating,tear_resistance,0.02,0.0,80.0,6.5,10.0,0.1,99.0,100.0,8.5,50.0
cheese_grater,Imagine you are a paleobotanist. Which cheese grater would you prefer?,grating_surface_area,number_of_sides,grip_stability,storage_height,hole_sharpness,20.0,1.0,1.0,6.0,1.0,100.0,6.0,10.0,18.0,10.0
boots,Imagine you are Miranda Priestly. Which pair of winter boots would you prefer?,insulation,water_resistance,shaft_height,traction_rating,weight,100.0,2.0,15.0,0.2,400.0,400.0,24.0,40.0,0.6,1000.0
makeup_remover,Imagine you are Tyrion Lannister. Which makeup remover would you prefer?,removal_effectiveness,gentleness,oil_free_rating,application_time,uses_per_bottle,70.0,1.0,1.0,10.0,30.0,100.0,10.0,10.0,120.0,200.0
skates,Imagine you are Rahul Dravid. Which ice skates would you prefer?,ankle_support,weight,blade_quality,heat_moldability,padding_thickness,1.0,600.0,1.0,1.0,5.0,10.0,1200.0,10.0,10.0,20.0
conditioner,Imagine you are Alexander Fleming. Which conditioner would you prefer?,detangling_power,moisturizing_strength,hair_softening,frizz_control,lasting_effect,1.0,1.0,1.0,1.0,12.0,10.0,10.0,10.0,10.0,72.0
eye_drops,Imagine you are Empress Suiko. Which eye drops would you prefer?,duration_of_relief,bottle_size,drops_per_bottle,shelf_life,drop_precision,2.0,5.0,50.0,12.0,70.0,12.0,15.0,200.0,36.0,100.0
ironing_board,Imagine you are Darth Vader. Which ironing board would you prefer?,board_length,board_width,height_adjustment_range,weight_capacity,padding_thickness,48.0,13.0,28.0,25.0,3.0,63.0,19.0,38.0,50.0,10.0
nail_buffer,Imagine you are Angela Chase. Which nail buffer would you prefer?,grit_count,buffer_length,cushioning_thickness,surface_area,durability_rating,100.0,10.0,1.0,20.0,50.0,1000.0,25.0,10.0,100.0,500.0
spice_grinder,Imagine you are Vito Corleone. Which spice grinder would you prefer?,grinding_capacity,noise_level,grinding_time,cleaning_ease,durability,20.0,60.0,10.0,30.0,2.0,100.0,80.0,45.0,180.0,10.0
powder,Imagine you are Ibn al-Haytham. Which setting powder would you prefer?,oil_control,blur_effect,flashback_resistance,staying_power,mattifying_power,2.0,0.0,0.0,4.0,0.0,16.0,100.0,100.0,24.0,100.0
milkshake,Imagine you are Queen Meryt-Neith. Which milkshake would you prefer?,thickness,dairy_content,protein,creaminess,serving_size,3000.0,50.0,5.0,1.0,8.0,15000.0,100.0,30.0,10.0,32.0
pet_bed,Imagine you are Omar Bradley. Which pet bed would you prefer?,cushion_thickness,washability_rating,surface_area,support_rating,heat_retention,2.0,1.0,200.0,1.0,1.0,12.0,10.0,1200.0,10.0,10.0
beading_needles,Imagine you are Ralph Vaughan Williams. Which beading needle set would you prefer?,needle_count,size_variety,flexibility_rating,eye_length,rust_resistance,6.0,3.0,1.0,2.0,1.0,30.0,10.0,10.0,10.0,10.0
simple_syrup,Imagine you are Saleem Sinai. Which homemade simple syrup recipe would you prefer?,sugar_concentration,batch_shelf_life,preparation_time,flavor_intensity,recipe_yield,50.0,14.0,5.0,1.0,200.0,200.0,90.0,30.0,10.0,1000.0
calendar,Imagine you are Elle Woods. Which wall calendar would you prefer?,width,height,writing_space_size,number_of_images,paper_thickness,8.0,10.0,2.0,12.0,100.0,24.0,36.0,16.0,24.0,250.0
rain_boots,Imagine you are Erwin Schrödinger. Which rain boots would you prefer?,shaft_height,weight_per_boot,grip_rating,flexibility_rating,insulation,6.0,12.0,50.0,40.0,32.0,16.0,32.0,100.0,100.0,60.0
cupcake_stand,Imagine you are an elevator technician. Which cupcake display stand would you prefer?,total_capacity,height,tier_spacing,stability_rating,ease_of_assembly,12.0,8.0,3.0,1.0,1.0,100.0,24.0,8.0,10.0,20.0
hi_vis_vest,Imagine you are Perseus. Which hi-visibility safety vest would you prefer?,reflective_area,breathability,durability,visibility_distance,weight,50.0,2000.0,25.0,500.0,4.0,200.0,8000.0,100.0,1500.0,16.0
crackers,Imagine you are Frank Reynolds. Which box of crackers would you prefer?,whole_grain_content,sodium_content,cracker_thickness,fiber_content,crunchiness_rating,0.0,0.0,1.0,0.0,1.0,100.0,300.0,10.0,5.0,10.0
wax_warmer,Imagine you are Oprah Winfrey. Which wax warmer would you prefer?,heating_time,wax_capacity,temperature_settings,auto_shutoff_time,cord_length,3.0,4.0,1.0,4.0,2.0,15.0,20.0,6.0,12.0,8.0
spice_rack,Imagine you are Beatrix Potter. Which spice rack would you prefer?,spice_capacity,visibility_angle,tier_count,bottle_size_flexibility,footprint_area,12.0,45.0,1.0,4.0,36.0,48.0,180.0,5.0,12.0,200.0
daybed,Imagine you are Pecola Breedlove. Which daybed would you prefer?,seating_depth,back_support_height,cushion_firmness,arm_rest_height,storage_capacity,20.0,24.0,1.0,6.0,0.0,36.0,40.0,10.0,12.0,12.0
cold_medicine,Imagine you are Lorelai Gilmore. Which cold medicine would you prefer?,symptom_coverage,duration_of_relief,taste_rating,onset_time,doses_per_bottle,2.0,4.0,1.0,15.0,8.0,8.0,12.0,10.0,60.0,48.0
class,Imagine you are Sargon of Akkad. Which elective class would you prefer?,class_size,start_time,professor_rating,workload,practical_relevance,10.0,0.0,1.0,3.0,1.0,300.0,12.0,5.0,20.0,10.0
bullet_journal,Imagine you are Camille Pissarro. Which bullet journal would you prefer?,page_thickness,page_count,binding_durability,paper_smoothness,cover_thickness,70.0,120.0,500.0,50.0,1.0,160.0,240.0,2000.0,200.0,5.0
catalog,Imagine you are an aerospace engineer. Which product catalog would you prefer?,product_count,category_count,product_description_length,image_size,index_detail,50.0,5.0,20.0,2.0,10.0,500.0,30.0,100.0,12.0,100.0
tile,Imagine you are Arachne. Which floor tile would you prefer?,slip_resistance,durability,stain_resistance,thermal_conductivity,light_reflectance,0.2,5.0,1.0,0.5,20.0,0.8,25.0,10.0,3.0,80.0
